id,user,university,course,start_date,end_date,ongoing,certificate,certificate_id,url,status,is_deleted,created_by,create_date,modify_date
20,637,20280,1231,2023-04-22,2025-07-27,0,,82820,No,1,0,,2025-04-20 00:00:00,2025-04-20 00:00:00
25,1017,20256,33,2025-03-05,2025-04-24,0,"uploads/document/1745913106_4cb8fbd3503b0c489512.pdf,",,,1,0,,2025-04-29 00:00:00,2025-04-29 00:00:00
26,1309,20293,49,2024-03-09,2024-09-09,0,,,,1,0,,2025-05-04 00:00:00,2025-05-04 00:00:00
27,1309,20292,30,2021-06-10,2021-11-15,0,,,,1,0,,2025-05-04 00:00:00,2025-05-04 00:00:00
28,1326,473,1185,2017-08-04,2020-04-04,0,,,,1,0,,2025-05-04 00:00:00,2025-05-04 00:00:00
29,1379,20295,168,2024-02-11,2024-03-11,0,"uploads/document/1746434704_8542c96e13be0b76eeb9.jpeg,",,,1,0,,2025-05-05 00:00:00,2025-05-05 00:00:00
30,1427,20296,1244,2023-07-05,2023-07-05,0,"uploads/document/1746468669_e72f5e514516a5d86d5d.pdf,",,,1,0,,2025-05-05 00:00:00,2025-05-05 00:00:00
31,1427,20296,1245,2023-07-08,2023-07-08,0,"uploads/document/1746468760_37218a54a3c6770fbc62.pdf,",,,1,0,,2025-05-05 00:00:00,2025-05-05 00:00:00
32,1427,20296,1246,2023-07-10,2023-07-10,0,"uploads/document/1746468822_4d0ef46c2182b114365d.pdf,",,,1,0,,2025-05-05 00:00:00,2025-05-05 00:00:00
33,1427,20296,1247,2023-07-05,2023-07-05,0,"uploads/document/1746468875_217418782985dc686ae3.pdf,",,,1,0,,2025-05-05 00:00:00,2025-05-05 00:00:00
34,1377,20298,63,2023-03-06,2025-05-07,1,"uploads/document/1746560655_64e29d2ed7f44bab6a21.pdf,",,,1,0,,2025-05-07 00:00:00,2025-05-07 00:00:00
35,1377,20299,1249,2024-12-06,2025-05-07,1,"uploads/document/1746560821_19b2690e186c8ef74fdf.pdf,",,,1,0,,2025-05-07 00:00:00,2025-05-07 00:00:00
36,1482,20300,1250,2025-01-01,2025-02-05,0,"uploads/document/1746602694_029f3c96ca13fd23b893.jpg,",,,1,0,,2025-05-07 00:00:00,2025-05-07 00:00:00
37,1482,20301,1251,2024-02-18,2024-05-19,0,"uploads/document/1746602966_a52554b585a97457b48c.jpg,",,,1,0,,2025-05-07 00:00:00,2025-05-07 00:00:00
38,854,20302,49,2025-02-25,2025-04-25,0,"uploads/document/1746631798_35809345f357322855b0.jpg,",,,1,0,,2025-05-07 00:00:00,2025-05-07 00:00:00
39,854,20302,49,2025-02-25,2025-04-25,0,"uploads/document/1746631838_3e4350dd764fa01b7524.jpg,",,,1,0,,2025-05-07 00:00:00,2025-05-07 00:00:00
40,1878,20314,112,2025-02-02,2025-03-30,0,"uploads/document/1747250500_40a84994cf19ea0f9305.pdf,",,,1,0,,2025-05-15 00:00:00,2025-05-15 00:00:00
41,2055,20316,1257,2025-05-15,2025-05-17,0,"uploads/document/1747572382_3fd443ea99311bd59631.jpg,",,,1,0,,2025-05-18 00:00:00,2025-05-18 00:00:00
42,2055,20316,1258,2024-11-02,2025-01-16,0,"uploads/document/1747572528_15ebe108b80240144fec.jpg,",,,1,0,,2025-05-18 00:00:00,2025-05-18 00:00:00
43,2229,20320,1262,2016-04-01,2016-04-15,0,,7,,1,0,,2025-05-21 00:00:00,2025-05-21 00:00:00
44,2229,20321,1263,2015-04-20,2015-07-25,0,,201600299,,1,0,,2025-05-21 00:00:00,2025-05-21 00:00:00
45,2346,20256,1265,2021-02-03,2023-07-01,0,,,,1,0,,2025-05-22 00:00:00,2025-05-22 00:00:00
46,2546,742,48,2023-05-25,2023-07-10,0,,,,1,0,,2025-05-25 00:00:00,2025-05-25 00:00:00
47,134,1,948,2025-04-01,2025-05-31,0,"uploads/document/1748409848_08c7b7954ce9b96001c0.jpg,",,,1,1,,2025-05-28 00:00:00,2025-05-28 00:00:00
48,2682,20335,1237,2024-08-01,2025-01-01,0,,1507,,1,0,,2025-05-28 00:00:00,2025-05-28 00:00:00
49,2758,20339,1272,2019-11-01,2020-10-16,0,"uploads/document/1748540660_6a94dd6b38d5392fe78d.pdf,",32608,,1,0,,2025-05-29 00:00:00,2025-05-29 00:00:00
50,2795,20341,1273,2022-06-22,2022-06-22,0,"uploads/document/1748588258_594b16ecdc585219824f.pdf,",,,1,0,,2025-05-30 00:00:00,2025-05-30 00:00:00
51,2828,20342,1275,2024-10-01,2025-06-20,1,,,,1,0,,2025-05-30 00:00:00,2025-05-30 00:00:00
52,2859,20344,1249,2020-05-06,2020-11-20,0,,,,1,0,,2025-05-31 00:00:00,2025-05-31 00:00:00
53,2670,20347,1279,2017-05-01,2018-07-02,0,"uploads/document/1764940817_cb8f39fa21e93686fadb.jpg,",,,1,0,,2025-06-02 00:00:00,2025-12-05 00:00:00
54,2891,20349,1280,2024-08-02,2025-01-15,0,"uploads/document/1748928254_7288dc148d87b9fc5285.pdf,",,,1,0,,2025-06-03 00:00:00,2025-06-03 00:00:00
55,3027,20289,33,2024-08-20,2025-02-19,0,"uploads/document/1748967637_41574dfca771a45b2e9d.pdf,",,,1,0,,2025-06-03 00:00:00,2025-06-03 00:00:00
56,3097,20353,1286,2023-06-04,2024-01-16,0,,,,1,0,,2025-06-04 00:00:00,2025-06-04 00:00:00
57,3097,20354,1287,2024-06-04,2025-06-04,0,,,,1,0,,2025-06-04 00:00:00,2025-06-04 00:00:00
58,3159,20356,24,2025-05-02,2025-06-01,0,,,,1,0,,2025-06-05 00:00:00,2025-06-05 00:00:00
59,3159,20357,1290,2024-04-01,2024-05-17,0,"uploads/document/1749124766_d6f751da1358681cca3b.pdf,",37446,,1,0,,2025-06-05 00:00:00,2025-06-05 00:00:00
60,3159,20358,1291,2024-06-01,2024-08-28,0,"uploads/document/1749124842_457e5b7ea83fa375ca0b.pdf,",,,1,0,,2025-06-05 00:00:00,2025-06-05 00:00:00
61,3159,20314,1292,2025-06-02,2025-06-02,0,"uploads/document/1749124922_c45a2f1d09babcb79852.pdf,",9,,1,0,,2025-06-05 00:00:00,2025-06-05 00:00:00
62,3205,805,1187,1984-06-06,1987-06-06,0,,,,1,0,,2025-06-06 00:00:00,2025-06-06 00:00:00
63,3243,20314,913,2025-01-16,2025-01-17,0,"uploads/document/1749219491_5cad8105e5a1f5b3aaf7.pdf,",0,https://forage-uploads-prod.s3.amazonaws.com/completion-certificates/T6kdcdKSTfg2aotxT/hzmoNKtzvAzXsEqx8_T6kdcdKSTfg2aotxT_CfPTgWTqgoApdbQB9_1736871594305_completion_certificate.pdf,1,0,,2025-06-06 00:00:00,2025-06-06 00:00:00
64,3243,20314,1295,2025-05-18,2025-05-19,0,"uploads/document/1749219829_dd406c0d8ef7ceb506f5.jpg,",0,https://forage-uploads-prod.s3.amazonaws.com/completion-certificates/ifobHAoMjQs9s6bKS/MyXvBcppsW2FkNYCX_ifobHAoMjQs9s6bKS_CfPTgWTqgoApdbQB9_1746869622348_completion_certificate.pdf ,1,0,,2025-06-06 00:00:00,2025-06-06 00:00:00
65,3259,20362,13,2024-07-01,2025-01-01,0,"uploads/document/1749228248_9766e87418a99674c62f.jpg,",,,1,1,,2025-06-06 00:00:00,2025-06-06 00:00:00
66,3291,20364,33,2025-06-05,2025-06-05,0,"uploads/document/1749265997_8be85751d063f507b538.pdf,",,,1,0,,2025-06-07 00:00:00,2025-06-07 00:00:00
67,3316,20316,1297,2025-02-05,2025-02-09,0,"uploads/document/1749302732_95faef4cc937221e2ba6.pdf,",,,1,0,,2025-06-07 00:00:00,2025-06-07 00:00:00
68,3412,20371,1304,2022-11-01,2024-03-07,0,,,,1,0,,2025-06-08 00:00:00,2025-06-08 00:00:00
69,3473,20377,53,2025-03-01,2025-05-01,0,,,,1,0,,2025-06-09 00:00:00,2025-06-09 00:00:00
70,3557,20383,1307,2025-05-17,2025-05-17,0,"uploads/document/1749551101_a1ffe59b9713e4e8e7ee.pdf,uploads/document/1749551101_080b46521c512754067a.pdf,uploads/document/1749551101_6f508c466b25730e4a16.pdf,uploads/document/1749551101_46512820027796ae8b9f.pdf,uploads/document/1749551101_cae4db5b2506037c35cc.pdf,uploads/document/1749551101_64f376995f7c9497200c.pdf,",,,1,0,,2025-06-10 00:00:00,2025-06-10 00:00:00
71,3577,20316,1308,2025-05-01,2025-05-31,0,"uploads/document/1749565122_8251ff8644656e66e5c6.pdf,",,,1,0,,2025-06-10 00:00:00,2025-06-10 00:00:00
72,3629,20390,13,2024-09-01,2025-06-30,1,,,,1,0,,2025-06-11 00:00:00,2025-06-11 00:00:00
73,3638,20394,1310,2022-04-07,2022-05-04,0,"uploads/document/1749620346_9c55884305d93aa57743.pdf,",,,1,0,,2025-06-11 00:00:00,2025-06-11 00:00:00
74,3638,20395,1295,2025-06-10,2025-06-11,0,"uploads/document/1749620635_2d19e1aa9b604372fc7a.pdf,",0,https://lnkd.in/dSHZykDH,1,0,,2025-06-11 00:00:00,2025-06-11 00:00:00
75,3638,20396,1311,2025-06-11,2025-06-11,1,"uploads/document/1749620788_917b11f9598b2641c635.pdf,",, https://lnkd.in/dYbTBUuf,1,0,,2025-06-11 00:00:00,2025-06-11 00:00:00
76,3745,20399,1313,2023-12-31,2023-12-31,0,,,,1,0,,2025-06-12 00:00:00,2025-06-12 00:00:00
77,3745,20400,1314,2025-06-02,2025-06-02,0,"uploads/document/1749717427_93b8526019f2fef40b87.pdf,",,,1,0,,2025-06-12 00:00:00,2025-06-12 00:00:00
78,4005,20406,1320,2023-01-01,2023-04-30,0,"uploads/document/1749979082_13c72e03ca1ba3cf3f0d.jpg,",,,1,0,,2025-06-15 00:00:00,2025-06-15 00:00:00
79,4005,20406,1321,2023-07-01,2023-09-30,0,"uploads/document/1749979185_994bb7ba95a3cdf5903c.pdf,",,,1,0,,2025-06-15 00:00:00,2025-06-15 00:00:00
80,4005,20406,1322,2024-01-01,2024-03-31,0,"uploads/document/1749979292_a83165cb812f88bbf7c2.pdf,",,,1,0,,2025-06-15 00:00:00,2025-06-15 00:00:00
81,4062,473,340,2021-04-01,2023-03-01,0,,,,1,0,,2025-06-16 00:00:00,2025-06-16 00:00:00
82,4062,20407,1324,2025-06-15,2025-06-16,0,,,,1,0,,2025-06-16 00:00:00,2025-06-16 00:00:00
83,4062,20408,1,2024-04-01,2024-04-01,0,,,,1,0,,2025-06-16 00:00:00,2025-06-16 00:00:00
84,4108,20412,1331,2024-12-09,2025-02-28,0,,,,1,0,,2025-06-16 00:00:00,2025-06-16 00:00:00
85,4108,20413,1332,2024-07-10,2024-10-30,0,,,,1,0,,2025-06-16 00:00:00,2025-06-16 00:00:00
86,4108,20413,1333,2024-08-14,2024-10-25,0,,,,1,0,,2025-06-16 00:00:00,2025-06-16 00:00:00
87,4331,20419,1335,2024-12-18,2024-12-25,0,,,,1,0,,2025-06-18 00:00:00,2025-06-18 00:00:00
88,4399,20420,1336,2023-02-18,2029-11-18,0,,,,1,0,,2025-06-18 00:00:00,2025-06-18 00:00:00
89,4399,20421,620,2024-07-18,2025-03-18,0,,,,1,0,,2025-06-18 00:00:00,2025-06-18 00:00:00
90,4577,20432,1343,2025-03-04,2025-04-09,0,,67,https://api.badgr.io/public/assertions/kvOqvTCYSMCB9GKW--c7gg,1,0,,2025-06-20 00:00:00,2025-06-20 00:00:00
91,4577,20433,1344,2024-07-31,2024-09-18,0,,,https://drive.google.com/file/d/11CdxFjm3sRpqSKTc7hZcj4-m3wxJiIZ5/view?usp=sharing,1,0,,2025-06-20 00:00:00,2025-06-20 00:00:00
92,4598,20434,1346,2020-02-01,2020-02-26,0,"uploads/document/1750399643_ce43ff77e59fcb457ffc.pdf,",,,1,0,,2025-06-20 00:00:00,2025-06-20 00:00:00
93,4652,20406,372,2024-07-01,2024-10-31,0,"uploads/document/1750418062_5a58a0f2e476828a6fd2.pdf,",,,1,0,,2025-06-20 00:00:00,2025-06-20 00:00:00
94,4652,20435,1347,2024-06-15,2024-06-15,0,"uploads/document/1750418301_a54dab04ffe5b5cc5124.pdf,",,,1,0,,2025-06-20 00:00:00,2025-06-20 00:00:00
95,4568,20436,1348,2022-10-21,2022-11-24,0,,,,1,0,,2025-06-20 00:00:00,2025-06-20 00:00:00
96,4682,20438,1350,2022-11-03,2023-04-05,0,,,,1,0,,2025-06-20 00:00:00,2025-06-20 00:00:00
97,4682,20439,1351,2020-02-06,2020-03-13,0,,,https://drive.google.com/file/d/1lHYqh0gThVVYcpi4rekE2E69a-mTdrH2/view?usp=drivesdk,1,0,,2025-06-20 00:00:00,2025-06-20 00:00:00
98,4713,20445,1352,2023-01-17,2023-06-15,0,"uploads/document/1750509940_3ab8cef828cdd0b2a52c.pdf,",,,1,0,,2025-06-21 00:00:00,2025-06-21 00:00:00
99,4713,20446,1331,2023-07-13,2023-09-16,0,"uploads/document/1750510019_ddb9d4bbad92c9e20e2e.pdf,",,,1,0,,2025-06-21 00:00:00,2025-06-21 00:00:00
100,4836,199,860,2021-04-07,2021-12-30,0,"uploads/document/1750580732_8f14acaf61792446fa15.pdf,",0,,1,0,,2025-06-22 00:00:00,2025-06-22 00:00:00
101,3225,20452,1357,2008-08-20,2009-09-23,0,"uploads/document/1750661764_5dd1570c4debeaf079d7.jpeg,",14294849,,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
102,3225,20453,1357,2008-08-20,2009-09-23,0,"uploads/document/1750661859_5fbc9542be59308012b6.jpeg,",14294849,,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
103,3225,20452,1357,2009-08-25,2010-10-06,0,"uploads/document/1750662116_0ec7716cd5b2d0f2d205.jpeg,",15319424,,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
104,3225,20453,1357,2009-08-25,2010-10-06,0,"uploads/document/1750662243_2948784ac370d166afc2.jpeg,",15319424,,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
105,5014,20456,1301,2017-07-01,2020-06-01,0,,,,1,1,,2025-06-23 00:00:00,2025-06-23 00:00:00
106,5030,20459,1359,2022-07-17,2025-06-23,1,,,https://training.digitalvidya.com/certificate/certified-web-analytics-master-course-1-0-pallavi-lamba/,1,1,,2025-06-23 00:00:00,2025-06-23 00:00:00
107,5030,20459,1359,2022-07-17,2025-06-23,1,,,https://training.digitalvidya.com/certificate/certified-web-analytics-master-course-1-0-pallavi-lamba/,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
108,5030,20459,1360,2022-07-07,2025-06-23,1,,,https://training.digitalvidya.com/certificate/certified-search-engine-optimization-master-course-3-0-pallavi-lamba/,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
109,5030,20460,1361,2022-07-15,2025-06-23,1,,,https://training.digitalvidya.com/certificate/certified-search-engine-marketing-master-course-3-0-pallavi-lamba/,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
110,5030,20459,1362,2022-07-31,2025-06-23,1,,,https://training.digitalvidya.com/certificate/certified-inbound-marketing-master-course-1-0-pallavi-lamba/,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
111,5030,20459,1363,2022-10-24,2025-06-23,1,,,https://www.linkedin.com/feed/update/urn:li:activity:7001130677454671873/,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
112,5038,20462,1365,2025-02-15,2025-05-17,0,"uploads/document/1750688242_c46e44665e103e17fbc4.pdf,",,,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
113,4930,20463,1366,2025-05-06,2025-05-06,0,"uploads/document/1750693241_24376f7d4475f4524f75.pdf,",0,,1,0,,2025-06-23 00:00:00,2025-06-23 00:00:00
114,5014,20456,1367,2017-06-15,2020-07-01,0,,,,1,1,,2025-06-24 00:00:00,2025-06-24 00:00:00
115,5014,20456,1367,2017-08-24,2020-07-15,0,,,,1,0,,2025-06-24 00:00:00,2025-11-26 00:00:00
116,5511,20421,1378,2024-02-02,2024-12-20,0,"uploads/document/1751099880_5db330ad74a017b7d10f.pdf,",,,1,0,,2025-06-28 00:00:00,2025-06-28 00:00:00
117,3463,20247,1304,2018-04-12,2018-06-30,0,,,,1,0,,2025-06-30 00:00:00,2025-06-30 00:00:00
118,5620,20421,620,2024-06-15,2025-03-30,0,"uploads/document/1751275056_d0856d9acadeb0392ec1.jpeg,",,,1,0,,2025-06-30 00:00:00,2025-06-30 00:00:00
119,6040,20490,1273,2022-07-01,2023-07-01,0,"uploads/document/1751374866_97e9bf39e522bd8223e0.pdf,",,,1,0,,2025-07-01 00:00:00,2025-07-01 00:00:00
120,6153,20492,1,2021-02-01,2022-01-31,0,,,,1,0,,2025-07-02 00:00:00,2025-07-02 00:00:00
121,6227,20498,30,2024-11-11,2025-03-11,0,"uploads/document/1751483120_3a8ce5226c1e4dac111d.pdf,",,,1,0,,2025-07-03 00:00:00,2025-07-03 00:00:00
